Name,Address,State,County,Phone,Email,Website,Category,Facility_Type,Feedstock,Latitude,Longitude,NAICS_Code,Hours,Accepts_Dropoff,Fee_Structure,Fee_Details,Offers_Payment,Payment_Details
County of Adams,"1420 State Road 21, Friendship, WI, 53934",Wisconsin,,,,,Material Recovery Facilities (MRFs),MRF,,44.0269950050987,-89.8403230262177,562920,"Mon-Fri: 7AM-4PM, Sat: 8AM-12PM",By Appointment,Varies,Contact facility for rates,No,
County of Columbia,"W 7465 State Hwy 16, Pardeeville, WI, 53954",Wisconsin,,,,,Material Recovery Facilities (MRFs),MRF,,43.4893309946589,-89.3729030105159,562920,Mon-Sat: 6AM-5PM,By Appointment,Varies,Contact facility for rates,No,
County of Emmet,"7363 S Pleasantview Rd, Harbor Springs, MI, 497409421",Michigan,,,,,Material Recovery Facilities (MRFs),MRF,,45.4443420169151,-84.9121740017608,562920,"Mon-Fri: 7AM-4PM, Sat: 8AM-12PM",By Appointment,Varies,Contact facility for rates,No,
County of Kings,"7803 Hanford Armona Rd, Hanford, CA, 932309343",California,Kings,(559) 583-8829,,www.countyofkings.com,Material Recovery Facilities (MRFs),MRF,,36.3026310113738,-119.598298994637,562920,Mon-Sat: 6AM-5PM,By Appointment,Varies,Contact facility for rates,No,
County of Lee,"1500 Monroe St, Fort Myers, FL, 339015500",Florida,Lee,,,www.leegov.com,Material Recovery Facilities (MRFs),MRF,,26.6428330199061,-81.8717240364624,562920,Mon-Fri: 6AM-6PM,By Appointment,Varies,Contact facility for rates,No,
County of Oneida,"PO Box 695, Rhinelander, WI, 54501-0695",Wisconsin,,,,,Material Recovery Facilities (MRFs),MRF,,45.6476799890622,-89.4084299585821,562920,Mon-Fri: 7AM-5PM,By Appointment,Varies,Contact facility for rates,No,
County of Pierce,"707 N Maple St, Ellsworth, WI, 540119039",Wisconsin,,,,,Material Recovery Facilities (MRFs),MRF,,44.7435110177582,-92.4906050378879,562920,Mon-Sat: 7AM-5PM,By Appointment,Varies,Contact facility for rates,No,
County of Vernon,"S3705 County Road LF, VIROQUA, WI, 54665",Wisconsin,,,,,Material Recovery Facilities (MRFs),MRF,,43.599528001435,-90.8405539723302,562920,"Mon-Fri: 7AM-4PM, Sat: 8AM-12PM",By Appointment,Varies,Contact facility for rates,No,
County of Waupaca,"811 Harding St, Waupaca, WI, 549812012",Wisconsin,,,,,Material Recovery Facilities (MRFs),MRF,,44.3506059955577,-89.0667619598409,562920,Mon-Fri: 7AM-5PM,By Appointment,Varies,Contact facility for rates,No,
CR&r Incorporated,"11292 Western Ave, Stanton, CA, 906802912",California,Orange,(714) 826-9049,,www.crrwasteservices.com,Material Recovery Facilities (MRFs),MRF,,33.7982289836733,-118.000879994594,562920,Mon-Fri: 6AM-6PM,By Appointment,Varies,Contact facility for rates,No,
CR&r Incorporated,"1706 Goetz Rd, Perris, CA, 925706274",California,Riverside,(951) 634-8079,,www.crrwasteservices.com,Material Recovery Facilities (MRFs),MRF,,33.7690670014215,-117.226754993772,562920,Mon-Fri: 6AM-6PM,By Appointment,Varies,Contact facility for rates,No,
Cumberland County Recycling Center,"96 Maryetta St, Crossville, TN, 38555",Tennessee,,,,,Material Recovery Facilities (MRFs),MRF,,35.9640443635238,-85.0457407519646,562920,Mon-Sat: 6AM-5PM,By Appointment,Varies,Contact facility for rates,No,
"Curbside Management, Inc.","116 N Woodfin Ave, Asheville, NC, 288048818",North Carolina,,,,,Material Recovery Facilities (MRFs),MRF,,35.6385529812605,-82.5797530368807,562920,Mon-Fri: 7AM-5PM,By Appointment,Varies,Contact facility for rates,No,
"CWPM, LLC","415 Christian Ln, Berlin, CT, 06037",Connecticut,Hartford,(860) 828-1162,,www.cwpm.net,Material Recovery Facilities (MRFs),MRF,,41.6430340109595,-72.7541180014396,562920,"Mon-Fri: 7AM-4PM, Sat: 8AM-12PM",By Appointment,Varies,Contact facility for rates,No,
Dalton-Whitfield Solid Waste Authority Materials Recovery Facility,"4305 Old Dixie Hwy SE, Dalton, GA, 30721",Georgia,,,,,Material Recovery Facilities (MRFs),MRF,,34.6469589945905,-84.9555247836402,562920,Mon-Sat: 6AM-5PM,By Appointment,Varies,Contact facility for rates,No,
Daniel P. Thomas Material Recovery Facility,"1 A, Stew Leonard Dr, Yonkers, NY, 10710",New York,,,,,Material Recovery Facilities (MRFs),MRF,,40.9725963051298,-73.8623356744176,562920,"Mon-Fri: 7AM-4PM, Sat: 8AM-12PM",By Appointment,Varies,Contact facility for rates,No,
Delaware County Solid Waste Management Center,"32230 NY-10, Walton, NY, 13856",New York,,,,,Material Recovery Facilities (MRFs),MRF,,42.1617214876307,-75.0466452078492,562920,Mon-Sat: 6AM-5PM,By Appointment,Varies,Contact facility for rates,No,
"Dem-Con Companies, LLC","13020 Dem Con Dr, Shakopee, MN, 553797200",Minnesota,,,,,Material Recovery Facilities (MRFs),MRF,,44.7613720152348,-93.5848930075694,562920,Mon-Sat: 6AM-5PM,By Appointment,Varies,Contact facility for rates,No,
"Dittmer Recycling, Inc.","1755 Radford Rd, Dubuque, IA, 520022532",Iowa,Dubuque,(563) 583-3381,,www.dittmerrecycling.com,Material Recovery Facilities (MRFs),MRF,,42.5019679882108,-90.7512830154743,562920,Mon-Sat: 6AM-5PM,By Appointment,Varies,Contact facility for rates,No,
"Diversified Recycling, Inc.","17415 Ashland Ave, East Hazel Crest, IL, 604291824",Illinois,Cook,(708) 798-1114,,www.diversified-recycling.com,Material Recovery Facilities (MRFs),MRF,,41.5733940161641,-87.6554610243325,562920,Mon-Fri: 7AM-5PM,By Appointment,Varies,Contact facility for rates,No,
Downey Area Recycling and Transfer (DART),"9770 Washburn Rd, Downey, CA, 90241",California,,,,,Material Recovery Facilities (MRFs),MRF,,33.9236769890058,-118.111896961048,562920,Mon-Sat: 6AM-5PM,By Appointment,Varies,Contact facility for rates,No,
Dunn County Transfer Station and Recycling Center,"E3900 State Road 29, Menomonie, WI, 54751",Wisconsin,,,,,Material Recovery Facilities (MRFs),MRF,,44.8895020200356,-91.9668380133652,562920,Mon-Fri: 6AM-6PM,By Appointment,Varies,Contact facility for rates,No,
Durango Recycling Center,"710 Tech Center Dr, Durango, CO, 81301",Colorado,,,,,Material Recovery Facilities (MRFs),MRF,,37.2745939890272,-107.893784003283,562920,Mon-Sat: 6AM-5PM,By Appointment,Varies,Contact facility for rates,No,
E Paul Barley Regional Recycling Center,"200 Fernandez Dr, Beckley, WV, 25801",West Virginia,,,,,Material Recovery Facilities (MRFs),MRF,,37.8184226294025,-81.168777989844,562920,"Mon-Fri: 7AM-4PM, Sat: 8AM-12PM",By Appointment,Varies,Contact facility for rates,No,
E.L. Harvey & Sons Inc.,"68 Hopkinton Road, Westborough, MA, 01581",Massachusetts,Worcester,(800) 321-3002,,www.elharvey.com,Material Recovery Facilities (MRFs),MRF,,42.2557970240042,-71.5912676563446,562920,Mon-Fri: 7AM-5PM,By Appointment,Varies,Contact facility for rates,No,
Eagle Enterprises Recycling Inc,"510 SE Industrial Ave, Galva, IL, 614348923",Illinois,Henry,(309) 932-2936,,www.eerecycling.com,Material Recovery Facilities (MRFs),MRF,,41.1609340138551,-90.0249790353817,562920,Mon-Fri: 7AM-5PM,By Appointment,Varies,Contact facility for rates,No,
"Eagle Recycling, LLC","510 West Rd, Salisbury, MD, 218013550",Maryland,,,,,Material Recovery Facilities (MRFs),MRF,,38.3725899869449,-75.6087519859936,562920,Mon-Fri: 7AM-5PM,By Appointment,Varies,Contact facility for rates,No,
"Eagle Waste & Recycling, Inc.","701 Surgipath Rd, Eagle River, WI, 54521",Wisconsin,,,,,Material Recovery Facilities (MRFs),MRF,,45.9281549816617,-89.2639510097279,562920,Mon-Sat: 6AM-5PM,By Appointment,Varies,Contact facility for rates,No,
East Central Recycling,"701 E Centennial Ave, Muncie, IN, 473033065",Indiana,Delaware,(765) 254-5965,,www.cairocafe.org,Material Recovery Facilities (MRFs),MRF,,40.2065599990108,-85.3790109722776,562920,Mon-Sat: 7AM-5PM,By Appointment,Varies,Contact facility for rates,No,
East Valley Recycling & Transfer,"1150 & 1250 S Tippecanoe Ave, San Bernardino, CA, 92408",California,,,,,Material Recovery Facilities (MRFs),MRF,,34.078706993758,-117.260530962264,562920,Mon-Sat: 7AM-5PM,By Appointment,Varies,Contact facility for rates,No,
Eastern Carolina Vocational Center (ECVC),"901 Staton Road, Greenville, NC, 27834",North Carolina,,,,,Material Recovery Facilities (MRFs),MRF,,35.6534270037214,-77.3511609795276,562920,Mon-Sat: 6AM-5PM,By Appointment,Varies,Contact facility for rates,No,
Eco Maine,"64 Blueberry Rd, Portland, ME, 04102",Maine,,,,,Material Recovery Facilities (MRFs),MRF,,43.6550014483068,-70.3345270037345,562920,"Mon-Fri: 7AM-4PM, Sat: 8AM-12PM",By Appointment,Varies,Contact facility for rates,No,
ECUA Materials Recycling Facility,"13009 Beulah Rd, Cantonment, FL, 32533",Florida,,,,,Material Recovery Facilities (MRFs),MRF,,30.5717659790869,-87.3960120358486,562920,Mon-Fri: 6AM-6PM,By Appointment,Varies,Contact facility for rates,No,
Emterra,"1159 S Pennsylvania, Lansing, MI, 48912",Michigan,,,,,Material Recovery Facilities (MRFs),MRF,,42.7205609822276,-84.5371000117329,562920,Mon-Fri: 7AM-5PM,By Appointment,Varies,Contact facility for rates,No,
Escondido Resource Recovery,"1044 W. Washington Ave, Escondido, CA, 92025",California,,,,,Material Recovery Facilities (MRFs),MRF,,33.1233929903821,-117.098746987571,562920,Mon-Fri: 7AM-5PM,By Appointment,Varies,Contact facility for rates,No,
Eureka Recycling,"2828 Kennedy St Northeast, Minneapolis, MN, 55413",Minnesota,,,,,Material Recovery Facilities (MRFs),MRF,,44.9936159863108,-93.2201050376613,562920,Mon-Sat: 6AM-5PM,By Appointment,Varies,Contact facility for rates,No,
Far West Recycling,"6440 Southeast Alexander St, Hillsboro, OR, 97123",Oregon,,,,,Material Recovery Facilities (MRFs),MRF,,45.4956800003981,-122.915424016731,562920,Mon-Fri: 6AM-6PM,By Appointment,Varies,Contact facility for rates,No,
"Far West Recycling, Inc.","12820 Ne Marx St, Portland, OR, 972301067",Oregon,,,,,Material Recovery Facilities (MRFs),MRF,,45.5576019806589,-122.531965022223,562920,Mon-Fri: 7AM-5PM,By Appointment,Varies,Contact facility for rates,No,
FCC Environmental Services,"9172 Ley Rd, Houston, TX, 77078",Texas,,,,,Material Recovery Facilities (MRFs),MRF,,29.8299970104499,-95.2542070277287,562920,Mon-Sat: 7AM-5PM,By Appointment,Varies,Contact facility for rates,No,
"FCC Environmental Services, LLC","5200 Simpson Stuart Rd, Dallas, TX, 75241",Texas,,,,,Material Recovery Facilities (MRFs),MRF,,32.6852810115951,-96.7119950040764,562920,Mon-Sat: 7AM-5PM,By Appointment,Varies,Contact facility for rates,No,
FCR Camden Inc,"2201 Mount Ephraim Ave, Camden, NJ, 081043232",New Jersey,,,,,Material Recovery Facilities (MRFs),MRF,,39.9141930136431,-75.1050659898227,562920,Mon-Fri: 6AM-6PM,By Appointment,Varies,Contact facility for rates,No,
First Recycling Llc.,"6912 State Highway 359, Laredo, TX, 780434787",Texas,,,,,Material Recovery Facilities (MRFs),MRF,,27.4894919933238,-99.4111890249937,562920,Mon-Fri: 7AM-5PM,By Appointment,Varies,Contact facility for rates,No,
First Star Recycling,"10330 I St Ste 300, Omaha, NE, 681271009",Nebraska,,,,,Material Recovery Facilities (MRFs),MRF,,41.2185569997963,-96.075223999133,562920,Mon-Fri: 6AM-6PM,By Appointment,Varies,Contact facility for rates,No,
"Four Corners Recycling, LLC","357 Recycle Way, Bozeman, MT, 59718",Montana,,,,,Material Recovery Facilities (MRFs),MRF,,45.709584995969,-111.187912016729,562920,Mon-Fri: 7AM-5PM,By Appointment,Varies,Contact facility for rates,No,
Fremont Recycling & Transfer Station,"41149 Boyce Rd, Fremont, CA, 945383199",California,Alameda,,,www.fremont-recycling.com,Material Recovery Facilities (MRFs),MRF,,37.5106021260826,-121.990506479364,562920,Mon-Fri: 6AM-6PM,By Appointment,Varies,Contact facility for rates,No,
Friedman Recycling Company,"1825 W Price St, Tucson, AZ, 857052216",Arizona,Pima,(520) 696-0660,,www.friedmanrecycling.com,Material Recovery Facilities (MRFs),MRF,,32.2790140203568,-111.004706998824,562920,"Mon-Fri: 7AM-4PM, Sat: 8AM-12PM",By Appointment,Varies,Contact facility for rates,No,
Friedman Recycling Company,"5049 Edith Blvd Ne, Albuquerque, NM, 871074126",New Mexico,,,,,Material Recovery Facilities (MRFs),MRF,,35.1319650025721,-106.630661034319,562920,Mon-Sat: 7AM-5PM,By Appointment,Varies,Contact facility for rates,No,
"Friedman Recycling of El Paso, LP","3640 W Lincoln St, Phoenix, AZ, 850095595",Arizona,Maricopa,(602) 269-9324,,www.friedmanrecycling.com,Material Recovery Facilities (MRFs),MRF,,33.4429439964904,-112.138423021947,562920,Mon-Sat: 6AM-5PM,By Appointment,Varies,Contact facility for rates,No,
"Friedman Recycling of El Paso, LP","5835 Wren Ave, El Paso, TX, 799246625",Texas,,,,,Material Recovery Facilities (MRFs),MRF,,31.8780870139032,-106.403663003074,562920,Mon-Fri: 7AM-5PM,By Appointment,Varies,Contact facility for rates,No,
"Future Enterprises, Inc.","1990 S Cole Rd, Boise, ID, 837092813",Idaho,Ada,(208) 375-8580,,www.westernrecycling.net,Material Recovery Facilities (MRFs),MRF,,43.5857530141184,-116.273405037948,562920,Mon-Fri: 7AM-5PM,By Appointment,Varies,Contact facility for rates,No,
Garten Services Recycling and Document Destruction,"3334 Industrial Way NE, Salem, OR, 97303",Oregon,,,,,Material Recovery Facilities (MRFs),MRF,,44.9680821946674,-123.010461471514,562920,"Mon-Fri: 7AM-4PM, Sat: 8AM-12PM",By Appointment,Varies,Contact facility for rates,No,
Gasmer Drive MRF,"4939 Gasmer Dr, Houston, TX, 77035",Texas,,,,,Material Recovery Facilities (MRFs),MRF,,29.65034600331,-95.4658869632825,562920,"Mon-Fri: 7AM-4PM, Sat: 8AM-12PM",By Appointment,Varies,Contact facility for rates,No,
"Gel Recycling, Inc.","1200 S Leavitt Ave, Orange City, FL, 327637114",Florida,Volusia,(386) 775-5385,,www.gelrecycling.com,Material Recovery Facilities (MRFs),MRF,,28.9365419973324,-81.2898890307591,562920,Mon-Sat: 6AM-5PM,By Appointment,Varies,Contact facility for rates,No,
GFL Wilkesboro,"489 Boone Trail, North Wilkesboro, NC, 28659",North Carolina,,,,,Material Recovery Facilities (MRFs),MRF,,36.162423019373,-81.1730869585523,562920,"Mon-Fri: 7AM-4PM, Sat: 8AM-12PM",By Appointment,Varies,Contact facility for rates,No,
Gilton Resource Recovery,"800 S McClure Rd, Modesto, CA, 95357",California,,,,,Material Recovery Facilities (MRFs),MRF,,37.6233560115207,-120.926130004658,562920,Mon-Sat: 7AM-5PM,By Appointment,Varies,Contact facility for rates,No,
"Glendale Recycling Center, Inc.","1850 Glendale Blvd, Los Angeles, CA, 900261762",California,Los Angeles,,,,Material Recovery Facilities (MRFs),MRF,,34.089190994431,-118.258896012911,562920,Mon-Fri: 6AM-6PM,By Appointment,Varies,Contact facility for rates,No,
Glenwood City Recycling Center,"221 Water St, Glenwood City, WI, 54013",Wisconsin,,,,,Material Recovery Facilities (MRFs),MRF,,45.0587300000001,-92.1701999999999,562920,"Mon-Fri: 7AM-4PM, Sat: 8AM-12PM",By Appointment,Varies,Contact facility for rates,No,
Gold Coast Recycling Ctr Inc.,"1895 Lirio Ave, Ventura, CA, 930043221",California,Ventura,(805) 659-2006,,,Material Recovery Facilities (MRFs),MRF,,34.2767180149802,-119.145694998626,562920,"Mon-Fri: 7AM-4PM, Sat: 8AM-12PM",By Appointment,Varies,Contact facility for rates,No,
"Grand Central Recycling & Transfer Station, Inc.","17445 Railroad St, City of Industry, CA, 917481026",California,Los Angeles,(626) 855-5538,,,Material Recovery Facilities (MRFs),MRF,,34.0021300101664,-117.923860027419,562920,Mon-Sat: 7AM-5PM,By Appointment,Varies,Contact facility for rates,No,
Green Circle Recycling LLC,"2850 Larson St, La Crosse, WI, 546031829",Wisconsin,,,,,Material Recovery Facilities (MRFs),MRF,,43.8623259793327,-91.2246860336627,562920,Mon-Sat: 6AM-5PM,By Appointment,Varies,Contact facility for rates,No,
Green Quest Recycling,"440 J St, Lincoln, NE, 685082932",Nebraska,,,,,Material Recovery Facilities (MRFs),MRF,,40.8089289911132,-96.714920958837,562920,Mon-Fri: 7AM-5PM,By Appointment,Varies,Contact facility for rates,No,
"Greenstar Allentown, LLC","799 Smith Ln, Northampton, PA, 180671500",Pennsylvania,,,,,Material Recovery Facilities (MRFs),MRF,,40.6903859976169,-75.4848569796815,562920,Mon-Fri: 6AM-6PM,By Appointment,Varies,Contact facility for rates,No,
"Greenstar Mid-America, LLC","1535 Exeter Rd, Akron, OH, 443063889",Ohio,,,,,Material Recovery Facilities (MRFs),MRF,,41.0322389849612,-81.472403966576,562920,Mon-Sat: 6AM-5PM,By Appointment,Varies,Contact facility for rates,No,
"Greenstar Mid-America, LLC","5610 FM 1346, San Antonio, TX, 782201906",Texas,,,,,Material Recovery Facilities (MRFs),MRF,,29.4216520196859,-98.3816120300356,562920,Mon-Fri: 6AM-6PM,By Appointment,Varies,Contact facility for rates,No,
"Greenstar Pittsburgh, LLC","4100 Grand Ave, Pittsburgh, PA, 152251516",Pennsylvania,,,,,Material Recovery Facilities (MRFs),MRF,,40.5103669830182,-80.1165690180457,562920,Mon-Sat: 7AM-5PM,By Appointment,Varies,Contact facility for rates,No,
"Greenstar Recycling, LLC","1200 Brittmoore Rd, Houston, TX, 770434000",Texas,,,,,Material Recovery Facilities (MRFs),MRF,,29.7916010207458,-95.5690080093075,562920,Mon-Fri: 7AM-5PM,By Appointment,Varies,Contact facility for rates,No,
"GreenTech Transfer & Recycling, LLC","2500 Green Tech Drive, South Bend, IN, 46613",Indiana,,,,,Material Recovery Facilities (MRFs),MRF,,41.6459260190121,-86.2551289825956,562920,Mon-Fri: 7AM-5PM,By Appointment,Varies,Contact facility for rates,No,
Greenwaste Recovery,"610 E Gish Rd, San Jose, CA, 95112",California,,,,,Material Recovery Facilities (MRFs),MRF,,37.3682169976497,-121.897326960181,562920,"Mon-Fri: 7AM-4PM, Sat: 8AM-12PM",By Appointment,Varies,Contact facility for rates,No,
Greenwood County Recycling Center,"1119 Siloam Church Rd, Greenwood, SC, 29646",South Carolina,,,,,Material Recovery Facilities (MRFs),MRF,,34.1943480047372,-82.0743840383712,562920,Mon-Sat: 6AM-5PM,By Appointment,Varies,Contact facility for rates,No,
"Greenworks Park, LLC","265 Newbury St, Peabody, MA, 01960",Massachusetts,Essex,,,www.greenworksrecycles.com,Material Recovery Facilities (MRFs),MRF,,42.5535626674787,-70.9799814089108,562920,"Mon-Fri: 7AM-4PM, Sat: 8AM-12PM",By Appointment,Varies,Contact facility for rates,No,
Groot Industries,"1759 Elmhurst Rd, Elk Grove Village, IL, 60007-5924",Illinois,,,,,Material Recovery Facilities (MRFs),MRF,,42.0010751332165,-87.9400271127313,562920,Mon-Fri: 6AM-6PM,By Appointment,Varies,Contact facility for rates,No,
HAMM Material Recovery Facility,"16984 3rd St, Lawrence, KS, 66044",Kansas,,,,,Material Recovery Facilities (MRFs),MRF,,39.0514099826345,-95.2657820169188,562920,Mon-Sat: 7AM-5PM,By Appointment,Varies,Contact facility for rates,No,
"Harvey Recycling of Fitchburg, LLC","50 Arbor Way, Fitchburg, MA, 01420",Massachusetts,Worcester,(978) 342-2200,,www.elharvey.com,Material Recovery Facilities (MRFs),MRF,,42.5667447189647,-71.8556799887939,562920,Mon-Sat: 7AM-5PM,By Appointment,Varies,Contact facility for rates,No,
Health Sanitation Service Recycling Center,"1850 W. Betteravia Road, Santa Maria, CA, 93455",California,,,,,Material Recovery Facilities (MRFs),MRF,,34.9198220087774,-120.47813898906,562920,"Mon-Fri: 7AM-4PM, Sat: 8AM-12PM",By Appointment,Varies,Contact facility for rates,No,
Heartland Recycling LLC,"6201 Canal Bank Rd, Forest View, IL, 604024513",Illinois,Cook,(708) 458-4300,,www.lrsrecycles.com,Material Recovery Facilities (MRFs),MRF,,41.8074340195431,-87.776759987593,562920,Mon-Fri: 6AM-6PM,By Appointment,Varies,Contact facility for rates,No,
High Point MRF,"5875 Riverdale Dr, Jamestown, NC, 272829239",North Carolina,,,,,Material Recovery Facilities (MRFs),MRF,,35.9467859873301,-79.9127829912644,562920,"Mon-Fri: 7AM-4PM, Sat: 8AM-12PM",By Appointment,Varies,Contact facility for rates,No,
